budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,movie_id,cast,crew,Profit,overview_2
3705538,"['Romance', 'Crime', 'Drama', 'Thriller']",http://www.miramax.com/movie/the-crying-game/,11386,"['transvestism', 'gay', 'hostage', ""love of one's life"", 'northern ireland', 'homosexuality', 'gay interest', 'teenage crush', 'soldier', 'political unrest']",en,The Crying Game,"['Irish', 'Republican', 'Army', 'member', 'Fergus', '(Stephen', 'Rea)', 'forms', 'an', 'unexpected', 'bond', 'with', 'Jody', '(Forest', 'Whitaker),', 'a', 'kidnapped', 'British', 'soldier', 'in', 'his', 'custody,', 'despite', 'the', 'warnings', 'of', 'fellow', 'IRA', 'members', 'Jude', '(Miranda', 'Richardson)', 'and', 'Maguire', '(Adrian', 'Dunbar).', 'Jody', 'makes', 'Fergus', 'promise', ""he'll"", 'visit', 'his', 'girlfriend,', 'Dil', '(Jaye', 'Davidson),', 'in', 'London,', 'and', 'when', 'Fergus', 'flees', 'to', 'the', 'city,', 'he', 'seeks', 'her', 'out.', 'Hounded', 'by', 'his', 'former', 'IRA', 'colleagues,', 'he', 'finds', 'himself', 'increasingly', 'drawn', 'to', 'the', 'enigmatic,', 'and', 'surprising,', 'Dil.']",8.839651,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Palace Pictures"", ""id"": 927}, {""name"": ""Nippon Film Development and Finance Inc."", ""id"": 1202}, {""name"": ""Eurotrustees"", ""id"": 8876}, {""name"": ""British Screen Productions"", ""id"": 12745}]","['Japan', 'United Kingdom', 'Ireland']",1992,62548947,1 h 52 min,['English'],Released: 1992,Play At Your Own Risk.,The Crying Game,6.9,176,11386,"['Stephen Rea', 'Jaye Davidson', 'Miranda Richardson']",['Neil Jordan'],58843409,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil."
4000000,"['Horror', 'Science Fiction']",http://magnetreleasing.com/survivalofthedead/,29426,['zombie'],en,Survival of the Dead,"['On', 'an', 'island', 'off', 'the', 'coast', 'of', 'North', 'America,', 'local', 'residents', 'simultaneously', 'fight', 'a', 'zombie', 'epidemic', 'while', 'hoping', 'for', 'a', 'cure', 'to', 'return', 'their', 'un-dead', 'relatives', 'back', 'to', 'their', 'human', 'state.']",10.789912,"[{""name"": ""Devonshire Productions"", ""id"": 2391}, {""name"": ""Artfire Films"", ""id"": 3240}, {""name"": ""New Romero"", ""id"": 6741}, {""name"": ""Sudden Storm Productions"", ""id"": 6742}, {""name"": ""Blank of the Dead Productions"", ""id"": 23588}]","['Canada', 'United States of America']",2010,0,1 h 30 min,['English'],Released: 2010,Death isn't what it used to be.,Survival of the Dead,4.6,116,29426,"['Alan van Sprang', 'Kenneth Welsh', 'Kathleen Munroe']",['George A. Romero'],-4000000,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state."
4000000,['Horror'],http://www.maggiethefilm.com/,287424,"['post-apocalyptic', 'dystopia', 'zombie']",en,Maggie,"[""There's"", 'a', 'deadly', 'zombie', 'epidemic', 'threatening', 'humanity,', 'but', 'Wade,', 'a', 'small-town', 'farmer', 'and', 'family', 'man,', 'refuses', 'to', 'accept', 'defeat', 'even', 'when', 'his', 'daughter', 'Maggie', 'becomes', 'infected.', 'As', ""Maggie's"", 'condition', 'worsens', 'and', 'the', 'authorities', 'seek', 'to', 'eradicate', 'those', 'with', 'the', 'virus,', 'Wade', 'is', 'pushed', 'to', 'the', 'limits', 'in', 'an', 'effort', 'to', 'protect', 'her.', 'Joely', 'Richardson', 'co-stars', 'in', 'this', 'post-apocalyptic', 'thriller.']",40.016306,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Sly Predator"", ""id"": 52924}, {""name"": ""Matt Baer Films"", ""id"": 52925}, {""name"": ""Gold Star Films"", ""id"": 68506}, {""name"": ""Lotus Entertainment (I)"", ""id"": 74208}]","['Switzerland', 'United States of America']",2015,187112,1 h 35 min,['English'],Released: 2015,Don't Get Bitten,Maggie,5.2,593,287424,"['Arnold Schwarzenegger', 'Abigail Breslin', 'Joely Richardson']",['Henry Hobson'],-3812888,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller."
3600000,"['Drama', 'Romance']",http://www.mgm.com/title_title.do?title_star=LEAVINGL,451,"['individual', 'prostitute', 'alcohol', 'casino', 'love at first sight', 'lovesickness', 'film producer', 'screenwriter', 'hotel room', 'dying and death', 'rage and hate', 'unsociability', 'alcoholism', 'los angeles', 'alcohol abuse', 'attempted suicide']",en,Leaving Las Vegas,"['Ben', 'Sanderson,', 'an', 'alcoholic', 'Hollywood', 'screenwriter', 'who', 'lost', 'everything', 'because', 'of', 'his', 'drinking,', 'arrives', 'in', 'Las', 'Vegas', 'to', 'drink', 'himself', 'to', 'death.', 'There,', 'he', 'meets', 'and', 'forms', 'an', 'uneasy', 'friendship', 'and', 'non-interference', 'pact', 'with', 'prostitute', 'Sera.']",22.030517,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Intial Productions"", ""id"": 15547}]",['United States of America'],1995,49800000,1 h 52 min,['English'],Released: 1995,I Love You... The Way You Are.,Leaving Las Vegas,7.1,360,451,"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands']",['Mike Figgis'],46200000,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
4000000,['Thriller'],http://www.theboynextdoorfilm.com/,241251,"['male nudity', 'female nudity', 'sex', 'adultery', 'infidelity', 'obsession', 'blackmail', 'villain', 'hidden camera', 'blind date', 'death of a friend', 'insanity', 'high school', 'stalker', 'sociopath', 'unrequited love', 'neighbor', 'unfaithfulness', 'los angeles', 'principal', 'car accident', 'violence', 'sex scene', 'extramarital affair', 'tied up', 'car explosion', 'high school teacher', 'fatal attraction', 'mother son relationship', 'older woman younger man relationship', 'critically bashed', 'loss of friend', 'woman in jeopardy', 'crying woman', 'damsel in distress', 'erotic thriller', 'muscular']",en,The Boy Next Door,"['A', 'recently', 'cheated', 'on', 'married', 'woman', 'falls', 'for', 'a', 'younger', 'man', 'who', 'has', 'moved', 'in', 'next', 'door,', 'but', 'their', 'torrid', 'affair', 'soon', 'takes', 'a', 'dangerous', 'turn.']",24.161735,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Nuyorican Productions"", ""id"": 1620}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Smart Entertainment"", ""id"": 44783}]",['United States of America'],2015,52425855,1 h 31 min,['English'],Released: 2015,A Moment She Couldn't Resist. An Obsession He Can't Control.,The Boy Next Door,4.1,1022,241251,"['Jennifer Lopez', 'Ryan Guzman', 'Ian Nelson']",['Rob Cohen'],48425855,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn."
3500000,"['Comedy', 'Drama']",http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/,39781,"['lesbian relationship', 'lesbian', 'dinner', 'motorcycle', 'argument', 'biological father', 'artificial insemination', 'control freak', 'vegetable garden', 'woman director', 'lgbt family']",en,The Kids Are All Right,"['Two', 'women,', 'Nic', 'and', 'Jules,', 'brought', 'a', 'son', 'and', 'daughter', 'into', 'the', 'world', 'through', 'artificial', 'insemination.', 'When', 'one', 'of', 'their', 'children', 'reaches', 'age,', 'both', 'kids', 'go', 'behind', 'their', ""mothers'"", 'backs', 'to', 'meet', 'with', 'the', 'donor.', 'Life', 'becomes', 'so', 'much', 'more', 'interesting', 'when', 'the', 'father,', 'two', 'mothers', 'and', 'children', 'start', 'to', 'become', 'attached', 'to', 'each', 'other.']",15.338211,"[{""name"": ""Mandalay Vision"", ""id"": 6667}, {""name"": ""10th Hole Productions"", ""id"": 6691}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Gilbert Films"", ""id"": 10161}, {""name"": ""Saint Aire Production"", ""id"": 23910}, {""name"": ""Artist International"", ""id"": 23911}, {""name"": ""Antidote Films (I)"", ""id"": 23912}, {""name"": ""Artist International Management"", ""id"": 23913}]",['United States of America'],2010,34705850,1 h 46 min,['English'],Released: 2010,"Nic and Jules had the perfect family, until they met the man who made it all possible.",The Kids Are All Right,6.5,506,39781,"['Julianne Moore', 'Annette Bening', 'Mark Ruffalo']",['Lisa Cholodenko'],31205850,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other."
4000000,"['Action', 'Horror', 'Science Fiction', 'Thriller']",http://www.theofficialjohncarpenter.com/they-live/,8337,"['dystopia', 'social commentary', 'alien invasion', 'sunglasses', 'brawl']",en,They Live,"['Nada,', 'a', 'down-on-his-luck', 'construction', 'worker,', 'discovers', 'a', 'pair', 'of', 'special', 'sunglasses.', 'Wearing', 'them,', 'he', 'is', 'able', 'to', 'see', 'the', 'world', 'as', 'it', 'really', 'is:', 'people', 'being', 'bombarded', 'by', 'media', 'and', 'government', 'with', 'messages', 'like', '""Stay', 'Asleep"",', '""No', 'Imagination"",', '""Submit', 'to', 'Authority"".', 'Even', 'scarier', 'is', 'that', 'he', 'is', 'able', 'to', 'see', 'that', 'some', 'usually', 'normal-looking', 'people', 'are', 'in', 'fact', 'ugly', 'aliens', 'in', 'charge', 'of', 'the', 'massive', 'campaign', 'to', 'keep', 'humans', 'subdued.']",29.852608,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Alive Films"", ""id"": 17823}, {""name"": ""Larry Franco Productions"", ""id"": 17824}]",['United States of America'],1988,13008928,1 h 34 min,['English'],Released: 1988,Who are they? And what do they want?,They Live,7.1,550,8337,"['Roddy Piper', 'Keith David', 'Meg Foster']",['John Carpenter'],9008928,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued."
4000000,"['Comedy', 'Mystery']",http://www.scoopmovie.net/,512,"['upper class', 'prostitute', 'journalist', 'drowning', 'newspaper', 'magic', 'tarot cards', 'magic show', 'lordship', 'suspicion of murder', 'headline', 'funeral', 'investigation', 'daughter', 'music instrument', 'afterlife', 'swimming pool', 'murder', 'wealth', 'american', 'united kingdom']",en,Scoop,"['An', 'American', 'journalism', 'student', 'in', 'London', 'scoops', 'a', 'big', 'story,', 'and', 'begins', 'an', 'affair', 'with', 'an', 'aristocrat', 'as', 'the', 'incident', 'unfurls.']",17.229537,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Perdido Prod."", ""id"": 291}]",['United Kingdom'],2006,31584901,1 h 36 min,['English'],Released: 2006,The perfect man. The perfect story. The perfect murder.,Scoop,6.4,420,512,"['Scarlett Johansson', 'Hugh Jackman', 'Woody Allen']",['Woody Allen'],27584901,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls."
4000000,"['Comedy', 'Crime', 'Thriller', 'Romance']",http://www.youkillmethefilm.com/,8141,"['new york', 'san francisco', 'alcoholism', 'serial killer', 'alcoholic']",en,You Kill Me,"['While', 'drying', 'out', 'on', 'the', 'West', 'Coast,', 'an', 'alcoholic', 'hit', 'man', 'befriends', 'a', 'tart-tongued', 'woman', 'who', 'might', 'just', 'come', 'in', 'handy', 'when', ""it's"", 'time', 'for', 'him', 'to', 'return', 'to', 'Buffalo', 'and', 'settle', 'some', 'old', 'scores.']",6.091951,"[{""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Bi-polar Pictures"", ""id"": 2332}, {""name"": ""Code Entertainment"", ""id"": 14589}, {""name"": ""Independent Film Group"", ""id"": 35444}, {""name"": ""Carol Baum Productions"", ""id"": 35445}, {""name"": ""Dillinger Productions"", ""id"": 35446}, {""name"": ""Green Tulip Productions"", ""id"": 35447}]",['United States of America'],2007,2426851,1 h 30 min,['English'],Released: 2007,Professional alcoholic hit man gets life back on track thanks to her,You Kill Me,6.2,80,8141,"['Ben Kingsley', 'Téa Leoni', 'Luke Wilson']",['John Dahl'],-1573149,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores."
0,"['Drama', 'Romance']",http://www.foxsearchlight.com/theartofgettingby/,64678,"['philosophy', 'mentor', 'artist', 'painting', 'friendship', 'teen movie', 'teenager', 'sketching', 'rebellious youth']",en,The Art of Getting By,"['George,', 'a', 'lonely', 'and', 'fatalistic', 'teen', ""who's"", 'made', 'it', 'all', 'the', 'way', 'to', 'his', 'senior', 'year', 'without', 'ever', 'having', 'done', 'a', 'real', 'day', 'of', 'work,', 'is', 'befriended', 'by', 'Sally,', 'a', 'popular', 'but', 'complicated', 'girl', 'who', 'recognizes', 'in', 'him', 'a', 'kindred', 'spirit.']",12.690224,"[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Atlantic Pictures"", ""id"": 5387}, {""name"": ""Gigi Productions"", ""id"": 7499}]",['United States of America'],2011,1406224,1 h 23 min,['English'],Released: 2011,The toughest lesson is love.,The Art of Getting By,6.5,415,64678,"['Freddie Highmore', 'Emma Roberts', 'Michael Angarano']",['Gavin Wiesen'],1406224,"George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit."
3000000,"['Crime', 'Comedy', 'Romance']",http://www.foxsearchlight.com/shootfish/,25719,"['london england', 'nightclub', 'chase', 'fraud', 'liar', 'love', 'thief', 'wealth', 'money', 'scam', 'hospital', 'secretary', 'business', 'wedding', 'parole', 'con', 'dishonesty']",en,Shooting Fish,"['Two', 'con', 'artists', '(Dan', 'Futterman,', 'Stuart', 'Townsend)', 'hire', 'an', 'unwitting', 'medical-school', 'student', '(Kate', 'Beckinsale)', 'as', 'a', 'secretary', 'for', 'their', 'latest', 'scam.']",1.204941,"[{""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Gruber Bros."", ""id"": 4413}, {""name"": ""Tomboy Films"", ""id"": 24356}, {""name"": ""Winchester Multimedia PLC"", ""id"": 36978}]",['United Kingdom'],1997,302204,1 h 49 min,['English'],Released: 1997,Fat cats are too easy. Go for the big fish.,Shooting Fish,7.0,23,25719,"['Dan Futterman', 'Stuart Townsend', 'Kate Beckinsale']",['Stefan Schwartz'],-2697796,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam."
0,"['Comedy', 'Foreign']",http://thebigtease.warnerbros.com/index.html,20468,"['hairdresser', 'hairstylist']",en,The Big Tease,"['Thinking', ""he's"", 'competing', 'in', 'Los', ""Angeles'"", 'hot', 'Platinum', 'Scissors', 'contest,', 'Scottish', 'hairstylist', 'Crawford', '(Craig', 'Ferguson)', 'leaves', 'Glasgow', 'with', 'a', 'film', 'crew', 'to', 'capture', 'the', 'event.', 'When', 'he', 'learns', ""he's"", 'a', 'mere', 'audience', 'member,', 'Crawford', 'must', 'find', 'a', 'way', 'to', 'become', 'the', 'mane', 'event.', 'Abhorrent', 'Norwegian', 'Stig', 'is', 'his', 'stiff-as-gel', 'competition.', 'Drew', 'Carey', 'and', 'others', 'make', 'cameo', 'appearances', 'in', 'this', 'hysterical', 'mockumentar']",0.502396,[],[],1999,0,1 h 27 min,['English'],Released: 1999,He saw. He combed. He conquered.,The Big Tease,5.8,6,20468,"['Craig Ferguson', 'David Rasche', 'Mary McCormack']",['Kevin Allen'],0,"Thinking he's competing in Los Angeles' hot Platinum Scissors contest, Scottish hairstylist Crawford (Craig Ferguson) leaves Glasgow with a film crew to capture the event. When he learns he's a mere audience member, Crawford must find a way to become the mane event. Abhorrent Norwegian Stig is his stiff-as-gel competition. Drew Carey and others make cameo appearances in this hysterical mockumentar"
9500000,"['Crime', 'Drama', 'Thriller']",http://www.trustmovie2011.com/,44945,"['rape', 'obsession', 'lie', 'job', 'independent film', 'teenage girl', 'school', 'internet', 'best friend', 'counselor', 'internet chat', 'duringcreditsstinger', 'online chat', 'catfishing', 'online hookup', 'online predator']",en,Trust,"['A', 'suburban', 'family', 'is', 'torn', 'apart', 'when', 'fourteen-year-old', 'Annie', 'meets', 'her', 'first', 'boyfriend', 'online.', 'After', 'months', 'of', 'communicating', 'via', 'online', 'chat', 'and', 'phone,', 'Annie', 'discovers', 'her', 'friend', 'is', 'not', 'who', 'he', 'originally', 'claimed', 'to', 'be.', 'Shocked', 'into', 'disbelief,', 'her', 'parents', 'are', 'shattered', 'by', 'their', ""daughter's"", 'actions', 'and', 'struggle', 'to', 'support', 'her', 'as', 'she', 'comes', 'to', 'terms', 'with', 'what', 'has', 'happened', 'to', 'her', 'once', 'innocent', 'life.']",21.230737,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Dark Harbor Stories"", ""id"": 65129}]",['United States of America'],2010,120000,1 h 44 min,['English'],Released: 2010,"What took her family years to build, a stranger stole in an instant.",Trust,6.6,307,44945,"['Clive Owen', 'Catherine Keener', 'Liana Liberato']",['David Schwimmer'],-9380000,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life."
650000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",http://www.stakelandthefilm.com/,52015,"['male nudity', 'canada', 'vampire']",en,Stake Land,"['Martin', 'was', 'a', 'normal', 'teenage', 'boy', 'before', 'the', 'country', 'collapsed', 'in', 'an', 'empty', 'pit', 'of', 'economic', 'and', 'political', 'disaster.', 'A', 'vampire', 'epidemic', 'has', 'swept', 'across', 'what', 'is', 'left', 'of', 'the', ""nation's"", 'abandoned', 'towns', 'and', 'cities,', 'and', ""it's"", 'up', 'to', 'Mister,', 'a', 'death', 'dealing,', 'rogue', 'vampire', 'hunter,', 'to', 'get', 'Martin', 'safely', 'north', 'to', 'Canada,', 'the', ""continent's"", 'New', 'Eden.']",12.496261,"[{""name"": ""Glass Eye Pix"", ""id"": 1360}, {""name"": ""Belladonna Productions"", ""id"": 2341}, {""name"": ""Off Hollywood Pictures"", ""id"": 3768}]",['United States of America'],2010,33245,1 h 38 min,['English'],Released: 2010,The Most Dangerous Thing Is To Be Alive.,Stake Land,6.2,285,52015,"['Danielle Harris', 'Kelly McGillis', 'Nick Damici']",['Jim Mickle'],-616755,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden."
4000000,['Horror'],http://www.blumhouse.com/tag/the-veil/,257087,['cult'],en,The Veil,"['The', 'story', 'springs', 'from', 'the', 'real-world', 'headlines', 'of', 'religious', 'cults', 'and', 'mass', 'suicides.', 'With', 'Veil,', 'it', 'begins', '30', 'years', 'ago,', 'when', 'members', 'of', 'a', 'religious', 'cult', 'known', 'as', ""Heaven's"", 'Veil', 'take', 'their', 'own', 'lives.', 'The', 'truth', 'behind', 'what', 'really', 'happened', 'remains', 'buried', 'deep', 'in', 'the', 'memory', 'of', 'the', 'sole', 'survivor,', 'a', 'five-year-old', 'girl,', 'who', 'returns', 'to', 'the', 'compound', 'with', 'a', 'documentary', 'crew', 'as', 'an', 'adult.', 'They', 'soon', 'discover', 'something', 'that', 'is', 'far', 'more', 'terrifying', 'than', 'anything', 'they', 'could', 'have', 'imagined.']",12.822534,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}]",['United States of America'],2016,0,1 h 33 min,['English'],Released: 2016,The dead come back,The Veil,4.5,118,257087,"['Jessica Alba', 'Thomas Jane', 'Lily Rabe']",['Phil Joanou'],-4000000,"The story springs from the real-world headlines of religious cults and mass suicides. With Veil, it begins 30 years ago, when members of a religious cult known as Heaven's Veil take their own lives. The truth behind what really happened remains buried deep in the memory of the sole survivor, a five-year-old girl, who returns to the compound with a documentary crew as an adult. They soon discover something that is far more terrifying than anything they could have imagined."
0,['Horror'],http://www.thelovedonesmovie.com/,46420,"['killing', 'high school', 'female killer', 'revenge', 'prom', 'escape', 'teenager']",en,The Loved Ones,"['Lola', 'Stone', 'asked', 'Brent', 'Mitchell', 'to', 'the', 'prom,', 'but', 'Brent', 'said', 'no,', 'and', 'now', ""he's"", 'screwed.', 'What', 'happens', 'when', 'Lola', ""doesn't"", 'get', 'what', 'she', 'wants?', 'She', 'enlists', ""Daddy's"", 'help', 'to', 'throw', 'a', 'prom', 'of', 'her', 'own,', 'where', 'she', 'is', 'queen', 'and', 'Brent', 'is', 'king', '--', 'whether', 'he', 'likes', 'it', 'or', 'not.', 'THE', 'LOVED', 'ONES', 'is', 'what', 'happens', 'when', 'puppy', 'love', 'goes', 'horribly,', 'violently', 'wrong.', 'Brent', 'should', 'have', 'said', 'yes...']",4.989985,"[{""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Ambience Entertainment"", ""id"": 3427}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Film Victoria"", ""id"": 11840}]",['Australia'],2009,0,1 h 24 min,['English'],Released: 2009,Don't break her heart,The Loved Ones,6.6,207,46420,"['Xavier Samuel', 'Jessica McNamee', 'Robin McLeavy']",['Sean Byrne'],0,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes..."
4000000,['Horror'],http://thehelpers-movie.com/,114635,[],en,The Helpers,"['Seven', 'friends', 'from', 'Sacramento,', 'California', 'head', 'out', 'on', 'a', 'documented', 'road', 'trip', 'to', 'Las', 'Vegas.', 'Their', 'trip', 'takes', 'a', 'very', 'unexpected', 'turn', 'for', 'the', 'worse', 'when', 'their', 'back', 'tires', 'mysteriously', 'blow', 'out.', 'A', 'couple', 'miles', 'down', 'the', 'road,', 'they', 'find', 'a', 'little', 'gas', 'station', 'Diner/Motel,', 'run', 'by', 'the', 'most', 'friendly,', 'polite', 'and', '""helpful""', 'people.', 'It', 'appears', 'that', 'their', 'problems', 'are', 'solved,', 'but', 'boy', 'are', 'they', 'wrong!', 'When', 'convinced', 'by', '""The', 'Helpers""', 'to', 'stay', 'overnight,', 'the', 'friends', 'all', 'wake', 'up', 'in', 'their', 'rooms', 'to', 'a', 'new', 'kind', 'of', 'gruesome', 'and', 'bloody', 'terror!']",1.390659,"[{""name"": ""Brian Barrett Pictures"", ""id"": 21523}]",['United States of America'],2012,0,1 h 18 min,['English'],Released: 2012,Can we help you?,The Helpers,4.1,8,114635,"['Kristen Quintrall', 'Denyce Lawton', 'JoJo Wright']",['Chris Stokes'],-4000000,"Seven friends from Sacramento, California head out on a documented road trip to Las Vegas. Their trip takes a very unexpected turn for the worse when their back tires mysteriously blow out. A couple miles down the road, they find a little gas station Diner/Motel, run by the most friendly, polite and ""helpful"" people. It appears that their problems are solved, but boy are they wrong! When convinced by ""The Helpers"" to stay overnight, the friends all wake up in their rooms to a new kind of gruesome and bloody terror!"
967686,"['Comedy', 'Crime', 'Drama']",http://www.four-lions.co.uk/,37495,"['terrorism', 'british farce']",en,Four Lions,"['Four', 'Lions', 'tells', 'the', 'story', 'of', 'a', 'group', 'of', 'British', 'jihadists', 'who', 'push', 'their', 'abstract', 'dreams', 'of', 'glory', 'to', 'the', 'breaking', 'point.', 'As', 'the', 'wheels', 'fly', 'off,', 'and', 'their', 'competing', 'ideologies', 'clash,', 'what', 'emerges', 'is', 'an', 'emotionally', 'engaging', '(and', 'entirely', 'plausible)', 'farce.', 'In', 'a', 'storm', 'of', 'razor-sharp', 'verbal', 'jousting', 'and', 'large-scale', 'set', 'pieces,', 'Four', 'Lions', 'is', 'a', 'comic', 'tour', 'de', 'force;', 'it', 'shows', 'that-while', 'terrorism', 'is', 'about', 'ideology-it', 'can', 'also', 'be', 'about', 'idiots.']",20.544999,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Drafthouse Films"", ""id"": 10485}, {""name"": ""Warp Films"", ""id"": 12180}, {""name"": ""Wild Bunch Distribution"", ""id"": 15308}]",['United Kingdom'],2010,4270000,1 h 41 min,"['العربية', 'English', 'اردو']",Released: 2010,We are 4 Lions.,Four Lions,7.0,423,37495,"['Riz Ahmed', 'Nigel Lindsay', 'Kayvan Novak']",['Chris Morris'],3302314,"Four Lions tells the story of a group of British jihadists who push their abstract dreams of glory to the breaking point. As the wheels fly off, and their competing ideologies clash, what emerges is an emotionally engaging (and entirely plausible) farce. In a storm of razor-sharp verbal jousting and large-scale set pieces, Four Lions is a comic tour de force; it shows that-while terrorism is about ideology-it can also be about idiots."
