movie_id,title,runtime,status,vote_average,overview_2,tags
19840,"I Love You, Beth Cooper",1 h 42 min,Released: 2009,5.1,"Nerdy teenager Denis Cooverman (Paul Rust) harbors a secret crush on Beth Cooper (Hayden Panettiere), the hottest girl in high school. During his graduation speech, Denis lets the cat out of the bag and declares his love for Beth, who, instead of dissing Denis, shows up at his house later that day and promises to show him the time of his life.","nerdy teenager denis cooverman (paul rust) harbors a secret crush on beth cooper (hayden panettiere), the hottest girl in high school. during his graduation speech, denis lets the cat out of the bag and declares his love for beth, who, instead of dissing denis, shows up at his house later that day and promises to show him the time of his life. comedy romance virgin cheerleader graduation highschool aspen friends inthecloset teenager popularity basedonyoungadultnovel populargirl haydenpanettiere paulrust laurenlondon chriscolumbus"
22327,Youth in Revolt,1 h 27 min,Released: 2009,5.9,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..","nick twisp (michael cera), a teen with a taste for the finer things in life like sinatra and fellini, falls hopelessly in love with the beautiful, free-spirited sheeni saunders (portia doubleday) while on a family vacation. but family, geography and jealous ex-lovers conspire to keep these two apart. nick abandons his dull, predictable life and develops a rebellious alter ego: françois. with his ascot, his moustache and his cigarette, françois will stop at nothing to be with sheeni, and leads nick on a path of destruction with unpredictable consequences.. drama comedy romance basedonnovel comingofage duringcreditsstinger michaelcera zachgalifianakis justinlong miguelarteta"
146227,Getaway,1 h 30 min,Released: 2013,4.9,"Former race car driver Brent Magna (Hawke) is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner (Gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.","former race car driver brent magna (hawke) is pitted against the clock. desperately trying to save the life of his kidnapped wife, brent commandeers a custom ford shelby gt500 super snake, taking it and its unwitting owner (gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage. action crime ethanhawke selenagomez jonvoight courtneysolomon"
36811,The Last Station,1 h 52 min,Released: 2009,6.7,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya, wife and muse to Leo Tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for Tolstoy signing a new will that leaves his work and property to the Russian people.","a historical drama that illustrates russian author leo tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. the countess sofya, wife and muse to leo tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for tolstoy signing a new will that leaves his work and property to the russian people. drama romance duringcreditsstinger jamesmcavoy christopherplummer helenmirren michaelhoffman"
13809,RockNRolla,1 h 54 min,Released: 2008,6.9,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.","when a russian mobster sets up a real estate scam that generates millions of pounds, various members of london's criminal underworld pursue their share of the fortune. various shady characters, including mr one-two, stella the accountant, and johnny quid, a druggie rock-star, try to claim their slice. action crime thriller londonengland gangleader money gang crime markstrong tomwilkinson tobykebbell guyritchie"
33870,Mao's Last Dancer,1 h 57 min,Released: 2009,6.8,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he fell in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.","at the age of 11, li was plucked from a poor chinese village by madame mao's cultural delegates and taken to beijing to study ballet. in 1979, during a cultural exchange to texas, he fell in love with an american woman. two years later, he managed to defect and went on to perform as a principal dancer for the houston ballet and as a principal artist with the australian ballet. drama romance costume song village promise ballet chicao chengwuguo wenbinhuang bruceberesford"
245703,Midnight Special,1 h 52 min,Released: 2016,6.2,A father and son go on the run after the dad learns his child possesses special powers.,a father and son go on the run after the dad learns his child possesses special powers. adventure drama sciencefiction fathersonrelationship helicopter fbi motel chase childkidnapping religioussect goggles michaelshannon jaedenlieberher joeledgerton jeffnichols
17436,The Informers,1 h 38 min,Released: 2008,4.4,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.","a collection of intersecting short stories set in early 1980's los angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs. drama sex sliceoflife hollywood drug hedonism ensemblecast childmurder 1980s dysfunctional intersectinglives billybobthornton kimbasinger mickeyrourke gregorjordan"
8363,Superbad,1 h 53 min,Released: 2007,7.0,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.","high school best buddies are facing separation anxiety as they prepare to go off to college. while attempting to score alcohol for a party with help from a fake id-toting friend, the guys' evening takes a turn into chaotic territory. comedy becominganadult highschool youngpeople onenight jonahhill michaelcera christophermintz-plasse gregmottola"
10982,Hoodwinked!,1 h 20 min,Released: 2005,5.9,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.","the recipes of candies of the goody shops have been stolen by the goody bandit, and many animals are out of business. while the police are chasing the criminal, there is a mess at granny's house evolving little red hiding hood, the wolf, the woodsman and granny, disturbing the peace in the forest and they are all arrested by the impatient chief grizzly. animation comedy family wolf suspicion littleredridinghood investigation burglary annehathaway glennclose jimbelushi coryedwards"
205,Hotel Rwanda,2 h 1 min,Released: 2004,7.5,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.","inspired by true events, this film takes place in rwanda in the 1990s when more than a million tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. hotel owner paul rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives. drama history war rwanda refugee refugeecamp militia murder slaughter deadbody atrocity african cruelty violence unitednations genocideinrwanda death doncheadle sophieokonedo nicknolte terrygeorge"
1620,Hitman,1 h 29 min,Released: 2007,5.9,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.","the best-selling videogame, hitman, roars to life with both barrels blazing in this hardcore action-thriller starring timothy olyphant. a genetically engineered assassin with deadly aim, known only as ""agent 47"" eliminates strategic targets for a top-secret organization. but when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue. action crime drama thriller assassin secretidentity intelligence sovietunion russia celibacy hitman secretsociety power powertakeover adversary government execution violence killer basedonvideogame secretformula timothyolyphant dougrayscott olgakurylenko xaviergens"
175541,Black Nativity,1 h 33 min,Released: 2013,5.8,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.","a street-wise teen from baltimore who has been raised by a single mother travels to new york city to spend the christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey. drama music musical basedonstagemusical womandirector basedonthebible nativity christmas forestwhitaker angelabassett jenniferhudson kasilemmons"
9675,Sideways,2 h 6 min,Released: 2004,6.9,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.","two middle-aged men embark on a spiritual journey through californian wine country. one is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle. comedy drama romance california golf oscaraward wine stagnight marijuana writer paulgiamatti thomashadenchurch virginiamadsen alexanderpayne"
948,Halloween,1 h 31 min,Released: 1978,7.4,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.","in john carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets. horror thriller femalenudity nudity mask babysitter halloween police psychopathickiller independentfilm stalking serialkiller marijuana maskedkiller blood potsmoking slasher murderer throatslitting maniac violence killingspree family cultfilm evil psychotic smokingpot institution escapedkiller donaldpleasence jamieleecurtis p.j.soles johncarpenter"
21765,Good Boy!,1 h 27 min,Released: 2003,4.7,"An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.","an intergalactic dog pilot from sirius (the dog star), visits earth to verify the rumors that dogs have failed to take over the planet. comedy family sciencefiction mollyshannon liamaiken matthewbroderick johnroberthoffman"
7516,Smokin' Aces,1 h 49 min,Released: 2006,6.4,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.","when a las vegas performer-turned-snitch named buddy israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing. action comedy crime thriller neo-nazi gun sniper fbi hitman bodyguard toshootdead police darkcomedy shootout gangster drug femalecorpse ryanreynolds rayliotta josephruskin joecarnahan"
41439,Saw: The Final Chapter,1 h 30 min,Released: 2010,5.8,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.","as a deadly battle rages over jigsaw's brutal legacy, a group of jigsaw survivors gathers to seek the support of self-help guru and fellow survivor bobby dagen, a man whose own dark secrets unleash a new wave of terror. horror crime survivor violence selfhelpguru tricycle prostheticarm pigmask 3d tobinbell costasmandylor betsyrussell kevingreutert"
38117,Beastly,1 h 26 min,Released: 2011,6.0,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.","a curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of beauty and the beast. wealthy kyle kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. when kyle invites his misfit classmate kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. later, kyle blows kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist. drama fantasy romance basedonnovel love beautifulwoman curse teenager popularity blindtutor teenageromance modernfairytale basedonyoungadultnovel alexpettyfer vanessahudgens mary-kateolsen danielbarnz"
9792,The Hills Have Eyes,1 h 47 min,Released: 2006,6.1,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.","based on wes craven's 1977 suspenseful cult classic, the hills have eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. miles from nowhere, the carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey. horror thriller ambush newmexico van familyholiday axeinthehead aaronstanford kathleenquinlan vinessashaw alexandreaja"
114150,Pitch Perfect,1 h 52 min,Released: 2012,7.3,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.","college student beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. thrust in among mean gals, nice gals and just plain weird gals, beca finds that the only thing they have in common is how well they sing together. she takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions. comedy music romance competition roommate college femalefriendship music hazing malefemalerelationship audition groupoffriends dormroom bickering dj singingcompetition filmscore femalemusician singingcontest youngadult acapella annakendrick skylarastin brittanysnow jasonmoore"
109428,Evil Dead,1 h 31 min,Released: 2013,6.4,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.","evil dead, the fourth installment of the evil dead franchise, serving as both a reboot and as a loose continuation of the series, features mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a book of the dead unwittingly summon up dormant demons which possess the youngsters one by one. horror remake demon necronomicon duringcreditsstinger janelevy shilohfernandez loutaylorpucci fedealvarez"
23049,My Life in Ruins,1 h 35 min,Released: 2009,5.6,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.","a greek tour guide named georgia attempts to recapture her kefi (greek for mojo) by guiding a ragtag group of tourists around greece and showing them the beauty of her native land. along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process. comedy romance beach greece tourbus tourguide viagra hospital niavardalos richarddreyfuss alexisgeorgoulis donaldpetrie"
7304,Running Scared,2 h 2 min,Released: 2006,7.0,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.","after a drug-op gone bad, joey gazelle is put in charge of disposing the gun that shot a dirty cop. but things goes wrong for joey after the neighbor kid stole the gun and used it to shoot his abusive father. now joey has to find the kid and the gun before the police and the mob find them first. action crime drama thriller icehockey racism pedophile throatslitting shotinthestomach headblownoff policeinvestigation pistolwhip shotintheshoulder childusesgun ankleholster breakingfinger paulwalker cameronbright verafarmiga waynekramer"
2989,Roar,1 h 42 min,Released: 1981,5.6,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,roar follows a family who are attacked by various african animals at the secluded home of their keeper. adventure thriller africa lion elephant vegetarian leopard tiger zebra wildlife independentfilm jungle blood exploitationfilm animalattack wildlifereserve wildlifeconservation tippihedren melaniegriffith jerrymarshall noelmarshall
4723,Southland Tales,2 h 24 min,Released: 2006,5.2,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.","set in the futuristic landscape of los angeles on july 4, 2008, as it stands on the brink of social, economic and environmental disaster. boxer santaros is an action star who's stricken with amnesia. his life intertwines with krysta now, an adult film star developing her own reality television project, and ronald taverner, a hermosa beach police officer who holds the key to a vast conspiracy. action adventure comedy drama sciencefiction thriller suicide brotherbrotherrelationship spy prophecy middleeast screenwriter terrorist wifehusbandrelationship nevada amnesia allegory massmurder kidnapping blackmail riot evacuation afghanistan timetravel undercoveragent marxism politics politician smuggling twinbrother movieinmovie murder surrealism balloon interracialrelationship anticonformity endoftheworld conspiracy metaphysics memory search dirtycop apocalypse losangeles terrorism paradox cultfilm doomsday nearfuture alternatereality splitpersonality bigcorporation mothersonrelationship noopeningcredits northkorea doppelganger governmentcorruption southerncalifornia alternatetimeline karma environmentalissue worldwariii mysteriouspast absurdism fourthdimension santamonicacalifornia dwaynejohnson seannwilliamscott sarahmichellegellar richardkelly"
79694,The Apparition,1 h 22 min,Released: 2012,4.5,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.","plagued by frightening occurrences in their home, kelly and ben learn that a university's parapsychology experiment produced an entity that is now haunting them. the malevolent spirit feeds on fear and torments the couple no matter where they run. desperate, kelly and ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence. horror thriller experiment supernatural paranormal haunting disappearance fear ghost ashleygreene sebastianstan tomfelton toddlincoln"
18615,Fur: An Imaginary Portrait of Diane Arbus,2 h 2 min,Released: 2006,5.8,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.","in 1958 new york diane arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. respectable though her life is, she cannot help but feel uncomfortable in her privileged world. one night, a new neighbor catches diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry. drama mystery romance photographer biography hair werewolf hypertrichosis freak nicolekidman robertdowneyjr. tyburrell stevenshainberg"
2977,Becoming Jane,2 h 0 min,Released: 2007,6.9,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,a biographical portrait of a pre-fame jane austen and her romance with a young irishman. drama romance england judge irland newlove empowerment countrylife future letter law lovers creativity sister author family annehathaway jamesmcavoy juliewalters julianjarrold
74643,The Artist,1 h 40 min,Released: 2011,7.3,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.","hollywood, 1927: as silent movie star george valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with peppy miller, a young dancer set for a big break. drama comedy romance filmproducer filmhistory moviestudio hollywood dog mustache hollywoodland silentfilm marquee terrier moviestar flapper silentfilmstar jeandujardin bérénicebejo johngoodman michelhazanavicius"
13788,The Unborn,1 h 27 min,Released: 2009,4.8,A young woman fights the spirit that is slowly taking possession of her.,a young woman fights the spirit that is slowly taking possession of her. horror thriller mystery odetteannable garyoldman meagangood davids.goyer
83666,Moonrise Kingdom,1 h 34 min,Released: 2012,7.6,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.","set on an island off the coast of new england in the summer of 1965, moonrise kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. as various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle. comedy drama romance newengland firstlove eyepatch searchparty devastation penpal handkerchief childsmoking smalltownsheriff thecolorred thecolorblue boyscouts sanddancing meetcute boyscoutsleader pipesmoking duringcreditsstinger brucewillis edwardnorton jaredgilman wesanderson"
1417,Pan's Labyrinth,1 h 58 min,Released: 2006,7.6,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. if she wishes to return to her real father, ofelia must complete three terrifying tasks. fantasy drama war spain resistance servant antihero fairy fairytale francoregime army princess love woods king hiding labyrinth mythological ivanabaquero maribelverdú sergilópez guillermodeltoro"
49950,The Roommate,1 h 31 min,Released: 2011,5.3,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.","when sara (minka kelly), a young design student from iowa, arrives for college in los angeles, she is eager to fit in and get to know the big city. her wealthy roommate, rebecca (leighton meester), is more than eager to take sara under her wing and show her the ropes. the two become close, but when sara begins to branch out and make more friends on campus, rebecca becomes resentful. alarmed, sara moves in with her new boyfriend, causing rebecca's behavior to take a violent turn. thriller drama horror jealousy roommate obsession campus love murder freshman student losangeles medication violence boyfriend design resentment minkakelly leightonmeester camgigandet christiane.christiansen"
4638,Hot Fuzz,2 h 1 min,Released: 2007,7.4,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.","top london cop, pc nicholas angel is good. too good. to stop the rest of his team from looking bad, he is reassigned to the quiet town of sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. it is addressed as an accident, but angel isn't going to accept that, especially when more and more people turn up dead. crime action comedy village arrest police partner murder conspiracy gunfight policeforce cowboycostume accident simonpegg nickfrost jimbroadbent edgarwright"
23169,Remember Me,1 h 53 min,Released: 2010,6.9,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.","still reeling from a heartbreaking family event and his parents' subsequent divorce, tyler hawkins discovers a fresh lease on life when he meets ally craig, a gregarious beauty who witnessed her mother's death. but as the couple draws closer, the fallout from their separate tragedies jeopardizes their love. drama romance newyork fathersonrelationship grieving romanticdrama youngadult collegestudent 21stcentury robertpattinson emiliederavin piercebrosnan allencoulter"
3877,Things We Lost in the Fire,1 h 53 min,Released: 2007,6.7,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.","a recent widow invites her husband's troubled best friend to live with her and her two children. as he gradually turns his life around, he helps the family cope and confront their loss. drama sadness lossoffather junkie luxury heroin beauty charity funeral widow lossofhusband ersatz bestfriend womandirector halleberry beniciodeltoro davidduchovny susannebier"
771,Home Alone,1 h 43 min,Released: 1990,7.1,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.","eight-year-old kevin mccallister makes the most of the situation after his family unwittingly leaves him behind when they go on christmas vacation. but when a pair of bungling burglars set their sights on kevin's house, the plucky kid stands ready to defend his territory. by planting booby traps galore, adorably mischievous kevin stands his ground as his frantic mother attempts to race home before. comedy family holiday burglar homeinvasion mischief boobytrap homealone suburbanchicago mischievouschild christmas child macaulayculkin joepesci danielstern chriscolumbus"
14,American Beauty,2 h 2 min,Released: 1999,7.9,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.","lester burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend. drama malenudity femalenudity adultery midlifecrisis comingout firsttime camcorder virgin nudity filmmaker estateagent satire loneliness darkcomedy suburbia comingofage marijuana exercise parentchildrelationship bittersweet affair kevinspacey annettebening thorabirch sammendes"
45269,The King's Speech,1 h 58 min,Released: 2010,7.6,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.","the king's speech tells the story of the man who became king george vi, the father of queen elizabeth ii. after his brother abdicates, george ('bertie') reluctantly assumes the throne. plagued by a dreaded stutter and considered unfit to be king, bertie engages the help of an unorthodox speech therapist named lionel logue. through a set of unexpected techniques, and as a result of an unlikely friendship, bertie is able to find his voice and boldly lead the country into war. drama history greatbritain radio monarchy radiotransmission royalfamily speech marriage royalty deathoffather colinfirth geoffreyrush helenabonhamcarter tomhooper"
205596,The Imitation Game,1 h 53 min,Released: 2014,8.0,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","based on the real life story of legendary cryptanalyst alan turing, the film portrays the nail-biting race against time by turing and his brilliant team of code-breakers at britain's top-secret government code and cypher school at bletchley park, during the darkest days of world war ii. history drama thriller war gay england worldwarii mathematician biography logician cryptography benedictcumberbatch keiraknightley matthewgoode mortentyldum"
33217,Diary of a Wimpy Kid,1 h 32 min,Released: 2010,5.9,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!","greg heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! that won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties! comedy family basedonnovel comingofage youngboy breakingthefourthwall middleschool popularity duringcreditsstinger liveactionandanimation friendshipdrama linedrawing zacharygordon robertcapron rachaelharris thorfreudenthal"
132232,Mama,1 h 40 min,Released: 2013,6.0,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.","guillermo del toro presents mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. when they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night. horror supernaturalhorror jessicachastain nikolajcoster-waldau megancharpentier andymuschietti"
1165,The Queen,1 h 43 min,Released: 2006,6.8,"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.","the queen is an intimate behind the scenes glimpse at the interaction between hm elizabeth ii and prime minister tony blair during their struggle, following the death of diana, to reach a compromise between what was a private tragedy for the royal family and the public's demand for an overt display of mourning. drama upperclass lossofmother greatbritain sadness queen monarchy paparazzi primeminister headline oscaraward dyinganddeath queenelisabethii princecharles buckinghampalace royalfamily ladydianaspencer helenmirren michaelsheen jamescromwell stephenfrears"
65086,The Woman in Black,1 h 35 min,Released: 2012,6.1,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.","the story follows a young lawyer, arthur kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. as he works alone in the client’s isolated house, kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. receiving only silence from the locals, kipps is forced to uncover the true identity of the woman in black on his own, leading to a desperate race against time when he discovers her true identity. drama horror thriller londonengland secret remake revenge lawyer photograph gothichorror hammerhorror estate ghost supernaturalpower danielradcliffe ciaránhinds sidneyjohnston jameswatkins"
