budget,genres,id,keywords,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,movie_id,cast,crew,Profit
26000000,"['Romance', 'Drama']",1440,"['skateboarding', 'mother', 'american football', 'adultery', 'wife husband relationship', 'small town', 'eroticism', 'vororte', 'pedophilia', 'loser', 'infant', 'housewife', 'bourgeoisie', 'deceived wife', 'playground', 'stay-at-home dad', 'castration', 'psychopath', 'ex-cop', 'children', 'mother daughter relationship', 'psychopathy', 'masturbation', 'extramarital affair']",en,Little Children,11.942862,['United States of America'],2006-10-06,14821658,136.0,['English'],Released,Little Children,6.9,240,1440,"['Kate Winslet', 'Patrick Wilson', 'Jennifer Connelly']",['Todd Field'],-11178342
14000000,"['Drama', 'Mystery', 'Thriller']",18041,"['college', 'suspense', 'gossip', 'rumor', 'social experiment']",en,Gossip,5.833687,['United States of America'],2000-04-21,5108820,90.0,"['English', 'Italiano']",Released,Gossip,5.5,68,18041,"['Joshua Jackson', 'James Marsden', 'Kate Hudson']",['Davis Guggenheim'],-8891180
14000000,"['Drama', 'Romance']",28029,"['adultery', 'woodstock', '1960s']",en,A Walk on the Moon,6.370267,"['Australia', 'United States of America']",1999-01-29,0,107.0,['English'],Released,A Walk on the Moon,6.2,21,28029,"['Diane Lane', 'Viggo Mortensen', 'Liev Schreiber']",['Tony Goldwyn'],-14000000
0,"['Action', 'Drama', 'Thriller']",1123,"['police brutality', 'resistance', 'south africa', 'apartheid', 'african national congress', 'right and justice']",en,Catch a Fire,4.052219,"['France', 'United Kingdom', 'United States of America', 'South Africa']",2006-10-27,4291965,101.0,"['Afrikaans', 'English', 'isiZulu']",Released,Catch a Fire,6.4,25,1123,"['Tim Robbins', 'Derek Luke', 'Bonnie Henna']",['Phillip Noyce'],4291965
0,"['Horror', 'Mystery', 'Thriller']",14033,"['hallucination', 'car crash', 'death', 'sole survivor']",en,Soul Survivors,3.231848,['United States of America'],2001-09-06,0,84.0,['English'],Released,Soul Survivors,4.4,49,14033,"['Eliza Dushku', 'Melissa Sagemiller', 'Wes Bentley']",['Stephen Carpenter'],0
14000000,"['Drama', 'Romance']",87729,"['france', 'revolution', 'biography', 'president', 'history']",en,Jefferson in Paris,0.900442,['United States of America'],1995-03-31,2474000,139.0,['English'],Released,Jefferson in Paris,5.2,10,87729,"['Nick Nolte', 'Greta Scacchi', 'Thandie Newton']",['James Ivory'],-11526000
0,"['Comedy', 'Romance']",16899,[],en,Easy Virtue,8.387573,"['Canada', 'United Kingdom']",2008-01-01,0,93.0,['English'],Released,Easy Virtue,6.3,108,16899,"['Jessica Biel', 'Ben Barnes', 'Kristin Scott Thomas']",['Stephan Elliott'],0
0,"['Action', 'Adventure', 'Drama', 'Romance']",41317,[],en,Caravans,0.633004,['United States of America'],1978-11-02,0,127.0,[],Released,Caravans,5.8,1,41317,"['Anthony Quinn', ""Jennifer O'Neill"", 'Michael Sarrazin']",['James Fargo'],0
0,"['History', 'Drama']",245700,['painter'],en,Mr. Turner,9.242554,['United Kingdom'],2014-10-31,5405500,150.0,['English'],Released,Mr. Turner,6.3,204,245700,"['Timothy Spall', 'Dorothy Atkinson', 'Marion Bailey']",['Mike Leigh'],5405500
0,"['Drama', 'Romance']",37842,"['whiskey', 'experimental film', 'wallet', 'cult director']",fr,Les herbes folles,1.866443,"['France', 'Italy']",2009-05-20,0,104.0,['Français'],Released,Wild Grass,5.8,22,37842,"['André Dussollier', 'Sabine Azéma', 'Emmanuelle Devos']",['Alain Resnais'],0
0,"['Drama', 'History']",9045,"['vatican', 'pope', 'concentration camp', 'holocaust', 'schutzstaffel', 'nazis', 'nazi germany', 'doctor', 'conscience', 'catholicism', 'euthanasia']",fr,Amen.,5.930533,"['France', 'Germany', 'Romania']",2002-02-13,0,132.0,"['English', 'Français', 'Deutsch', 'Italiano']",Released,Amen.,7.1,75,9045,"['Ulrich Tukur', 'Mathieu Kassovitz', 'Ulrich Mühe']",['Costa-Gavras'],0
12000000,"['History', 'Action']",44092,"['martial arts', 'sword fight', 'wuxia']",zh,剑雨,4.930129,"['China', 'Taiwan', 'Hong Kong']",2010-09-01,0,117.0,"['普通话', 'English']",Released,Reign of Assassins,6.7,57,44092,"['Michelle Yeoh', 'Jung Woo-sung', 'Wang Xue-qi']",['John Woo'],-12000000
0,"['Comedy', 'Drama', 'History']",16005,"['friendship', 'war', 'road trip', 'independent film', 'soldier']",en,The Lucky Ones,8.747922,['United States of America'],2008-09-26,0,113.0,['English'],Released,The Lucky Ones,6.3,55,16005,"['Tim Robbins', 'Rachel McAdams', 'Michael Peña']",['Neil Burger'],0
14000000,['Drama'],44754,"['new york', 'bus', 'nightmare', 'witness', 'investigation', 'police', 'truth', 'teacher', 'blood', 'student', 'relationship', 'family']",en,Margaret,4.898424,['United States of America'],2011-09-30,46495,149.0,['English'],Released,Margaret,6.1,86,44754,"['Anna Paquin', 'Matt Damon', 'Mark Ruffalo']",['Kenneth Lonergan'],-13953505
108,"['Comedy', 'Horror']",23988,"['halloween', 'slapstick', 'duringcreditsstinger']",en,Stan Helsing,7.410523,"['Canada', 'United States of America']",2009-10-27,0,90.0,['English'],Released,Stan Helsing,4.0,97,23988,"['Diora Baird', 'Leslie Nielsen', 'Steve Howey']",['Bo Zenga'],-108
14000000,"['Romance', 'Drama']",43949,"['shyness', 'based on novel', 'unrequited love', 'neighbor', 'family relationships', 'first crush', 'young love', 'opposites attract', 'adolescent boy', 'based on young adult novel']",en,Flipped,24.210698,['United States of America'],2010-08-06,1755212,89.0,['English'],Released,Flipped,7.4,418,43949,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay']",['Rob Reiner'],-12244788
14000000,"['Drama', 'Romance']",142,"['gay', 'countryside', 'homophobia', 'loss of lover', 'wyoming', 'rodeo', 'father murder', 'horseback riding', 'intolerance', 'daughter', 'marriage crisis', 'secret love', 'cowboy', 'star crossed lovers']",en,Brokeback Mountain,44.135568,"['Canada', 'United States of America']",2005-09-02,178043761,134.0,['English'],Released,Brokeback Mountain,7.5,1480,142,"['Heath Ledger', 'Jake Gyllenhaal', 'Randy Quaid']",['Ang Lee'],164043761
12000000,"['Comedy', 'Drama', 'Romance']",9603,"['puberty', 'high school', 'make a match', 'spoiled child', 'gay interest', 'conflict', 'woman director']",en,Clueless,16.051328,['United States of America'],1995-07-19,0,97.0,"['Español', 'English']",Released,Clueless,6.9,803,9603,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy']",['Amy Heckerling'],-12000000
13500000,"['Drama', 'Romance']",10712,"['black people', 'wife husband relationship', 'botanist', 'homosexuality']",en,Far from Heaven,9.982885,['United States of America'],2002-09-01,29027914,107.0,['English'],Released,Far from Heaven,6.9,144,10712,"['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert']",['Todd Haynes'],15527914
14000000,['Comedy'],243938,"['time travel', 'sequel', 'hot tub', 'duringcreditsstinger']",en,Hot Tub Time Machine 2,16.618874,['United States of America'],2015-02-20,12314651,93.0,['English'],Released,Hot Tub Time Machine 2,5.0,354,243938,"['Rob Corddry', 'Craig Robinson', 'Clark Duke']",['Steve Pink'],-1685349
13500000,['Drama'],10876,"['asylum', 'french revolution', 'french', 'smuggling', 'maid']",en,Quills,7.261196,"['Germany', 'United Kingdom', 'United States of America']",2000-11-22,7060876,124.0,['English'],Released,Quills,6.8,128,10876,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix']",['Philip Kaufman'],-6439124
15000000,"['Comedy', 'Crime']",86838,"['suicide', 'alcohol', 'sex', 'screenwriter', 'underworld', 'fight', 'kidnapping', 'party', 'murder', 'scam', 'los angeles', 'gangster', 'explosion', 'criminal', 'shih tzu', 'struggling']",en,Seven Psychopaths,32.306455,['United Kingdom'],2012-09-07,19422261,110.0,"['English', 'Tiếng Việt']",Released,Seven Psychopaths,6.7,1206,86838,"['Colin Farrell', 'Sam Rockwell', 'Woody Harrelson']",['Martin McDonagh'],4422261
0,"['Drama', 'Mystery', 'Thriller']",25208,['woman director'],en,The Caveman's Valentine,4.722403,['United States of America'],2001-01-19,0,105.0,['English'],Released,The Caveman's Valentine,6.0,27,25208,"['Samuel L. Jackson', 'Colm Feore', 'Ann Magnuson']",['Kasi Lemmons'],0
18339750,"['Drama', 'History', 'War']",613,"['berlin', 'poison', 'dictator', 'clerk', 'ideology', 'world war ii', 'traitor', 'despair', 'destroy', 'testament', 'capitulation', 'soviet troops', 'race politics', 'national socialism', 'adolf hitler', 'ultimate victory', 'minister', 'national socialist party', 'dying and death', 'historical figure', 'german shepherd']",de,Der Untergang,32.445895,"['Austria', 'Germany', 'Italy']",2004-09-08,92180910,156.0,"['Magyar', 'Deutsch', 'Pусский']",Released,Downfall,7.7,1037,613,"['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch']",['Oliver Hirschbiegel'],73841160
12806000,['Drama'],1913,"['brother brother relationship', 'paraplegic', 'intensive care', 'ladykiller', 'wheelchair', 'dying and death', 'biography', 'galicia', 'bathing accident', 'freedom', 'romance', 'lawyer', 'sailor', 'euthanasia', 'dignity']",es,Mar adentro,17.363739,"['Spain', 'France', 'Italy']",2004-09-03,38535221,125.0,"['Galego', 'Español']",Released,The Sea Inside,7.2,219,1913,"['Javier Bardem', 'Belén Rueda', 'Lola Dueñas']",['Alejandro Amenábar'],25729221
13300000,"['Thriller', 'Science Fiction', 'Drama']",97370,"['male nudity', 'scotland', 'edinburgh', 'alien', 'very little dialogue']",en,Under the Skin,29.782161,"['United Kingdom', 'Switzerland', 'United States of America']",2014-03-14,5380251,108.0,['English'],Released,Under the Skin,6.0,1102,97370,"['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan']",['Jonathan Glazer'],-7919749
13000000,"['Comedy', 'Drama', 'War']",801,"['rock and roll', 'radio station', 'war crimes', 'entertainer', 'explosive', 'cynic', 'radio', 'vietnam war', 'vietcong', 'gi', 'u.s. air force', 'dying and death', 'radio presenter', 'humor', 'saigon', 'provocation', 'right and justice']",en,"Good Morning, Vietnam",18.362333,['United States of America'],1987-12-23,123922370,121.0,['English'],Released,"Good Morning, Vietnam",7.1,642,801,"['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran']",['Barry Levinson'],110922370
13400000,"['Action', 'Comedy', 'Thriller']",70829,[],en,The Last Godfather,0.680753,[],2010-12-29,16700000,100.0,['한국어/조선말'],Released,The Last Godfather,4.7,7,70829,"['Harvey Keitel', 'Jason Mewes', 'Blake Clark']",['Shim Hyung-Rae'],3300000
13000000,"['Documentary', 'Music', 'Family']",54518,"['manager', 'canada', 'pop singer', 'star', 'prayer', 'music competition', 'tour bus', 'aftercreditsstinger', 'duringcreditsstinger', 'justin bieber']",en,Justin Bieber: Never Say Never,6.735922,['United States of America'],2011-02-11,98441954,105.0,['English'],Released,Justin Bieber: Never Say Never,4.8,154,54518,"['Justin Bieber', 'Miley Cyrus', 'Usher Raymond']",['Jon M. Chu'],85441954
13000000,"['Drama', 'Thriller']",44214,"['dancing', 'competition', 'sex', 'dancer', 'obsession', 'paranoia', 'insanity', 'suspense', 'ballet', 'new york city', 'heartbreak', 'mental illness', 'madness', 'swan lake', 'ballerina', 'body horror']",en,Black Swan,91.285683,['United States of America'],2010-12-02,327803731,108.0,"['English', 'Français', 'Italiano']",Released,Black Swan,7.3,4430,44214,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']",['Darren Aronofsky'],314803731
13000000,"['Drama', 'Crime']",240,"['italo-american', 'cuba', 'vororte', 'melancholy', 'praise', 'revenge', 'mafia', 'lawyer', 'blood', 'corrupt politician', 'bloody body of child', 'man punches woman']",en,The Godfather: Part II,105.792936,['United States of America'],1974-12-20,47542841,200.0,"['English', 'Italiano', 'Latin', 'Español']",Released,The Godfather: Part II,8.3,3338,240,"['Al Pacino', 'Robert Duvall', 'Diane Keaton']",['Francis Ford Coppola'],34542841
13000000,"['Drama', 'Family', 'Romance', 'Music']",9816,"['ballet dancer', 'musical', 'ballet']",en,Save the Last Dance,9.969624,['United States of America'],2001-01-12,91038276,112.0,['English'],Released,Save the Last Dance,6.3,352,9816,"['Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington']",['Thomas Carter'],78038276
7000000,"['Horror', 'Thriller']",10131,"['martial arts', 'nightmare', 'supernatural', 'high school', 'resurrection', 'sequel', 'diner', 'alcoholic', 'disfigurement', 'dreams']",en,A Nightmare on Elm Street 4: The Dream Master,17.113408,['United States of America'],1988-08-19,72500000,99.0,['English'],Released,A Nightmare on Elm Street 4: The Dream Master,5.8,281,10131,"['Robert Englund', 'Tuesday Knight', 'Ken Sagoes']",['Renny Harlin'],65500000
16000000,['Drama'],339984,"['miracle', 'christian', 'cure', 'woman director', 'accident']",en,Miracles from Heaven,10.248439,['United States of America'],2016-03-17,77000000,117.0,['English'],Released,Miracles from Heaven,6.7,186,339984,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson']",['Patricia Riggen'],61000000
13000000,['Comedy'],8859,"['dude', 'amnesia', 'idiot', 'auto', 'friendship', 'cannabis', 'hangover', 'spoof', 'teenager', 'drug', 'alcohol abuse', 'celebration', 'car', 'duringcreditsstinger', 'child']",en,"Dude, Where’s My Car?",25.316146,['United States of America'],2000-12-15,73180723,83.0,"['English', 'Français', '日本語']",Released,"Dude, Where’s My Car?",5.2,509,8859,"['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson']",['Danny Leiner'],60180723
13000000,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",11967,"['corruption', 'sheriff', 'deputy sheriff', 'ranch', 'billy the kid', 'outlaw', 'neighbor']",en,Young Guns,9.499325,['United States of America'],1988-08-12,44726644,107.0,['English'],Released,Young Guns,6.6,258,11967,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips']",['Christopher Cain'],31726644
13000000,['Comedy'],239563,"['babysitter', 'friendship', 'neighbor', 'divorce', 'child of divorce']",en,St. Vincent,43.791745,['United States of America'],2014-10-09,54837234,102.0,['English'],Released,St. Vincent,7.1,763,239563,"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts']",['Theodore Melfi'],41837234
12500000,"['Comedy', 'Romance']",222899,['duringcreditsstinger'],en,About Last Night,11.828068,['United States of America'],2014-02-14,49002684,100.0,['English'],Released,About Last Night,6.0,210,222899,"['Kevin Hart', 'Michael Ealy', 'Regina Hall']",['Steve Pink'],36502684
16000000,"['Comedy', 'Romance', 'Drama']",4951,"['shakespeare', 'sister', 'high school', 'cannabis', 'deception', 'teen movie', 'shrew', 'archery', 'feel-good ending', 'opposites attract', 'duringcreditsstinger', 'teenage romance', 'play adaptation', 'overprotective father']",en,10 Things I Hate About You,54.550275,['United States of America'],1999-03-30,53478166,97.0,"['English', 'Français']",Released,10 Things I Hate About You,7.3,1701,4951,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']",['Gil Junger'],37478166
13000000,"['Comedy', 'Family']",10985,"['prison', 'dual identity', 'identity', 'loser', 'high school', 'los angeles', 'duringcreditsstinger']",en,The New Guy,13.525704,['United States of America'],2002-05-10,0,88.0,"['English', 'Italiano', 'Português']",Released,The New Guy,5.7,151,10985,"['DJ Qualls', 'Eliza Dushku', 'Zooey Deschanel']",['Ed Decter'],-13000000
0,['Comedy'],9644,"['cocaine', 'police', 'spoof', 'los angeles']",en,National Lampoon's Loaded Weapon 1,12.963328,['United States of America'],1993-02-04,0,84.0,['English'],Released,National Lampoon's Loaded Weapon 1,5.7,157,9644,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz']",['Gene Quintano'],0
17000000,"['Horror', 'Drama', 'Thriller']",332567,"['mexico', 'beach', 'surfer', 'island', 'survival', 'young woman', 'shark', 'great white shark', 'trapped', 'animal attack', 'animal horror', 'prey']",en,The Shallows,60.829621,['United States of America'],2016-06-24,119100758,86.0,['English'],Released,The Shallows,6.2,1567,332567,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo']",['Jaume Collet-Serra'],102100758
13000000,"['Science Fiction', 'Thriller']",1954,"['amnesia', 'chaos theory', 'blackout', 'time travel', 'flashback']",en,The Butterfly Effect,73.307513,"['Canada', 'United States of America']",2004-01-22,96060858,113.0,['English'],Released,The Butterfly Effect,7.3,2060,1954,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart']",['Eric Bress'],83060858
0,"['Comedy', 'Family']",15489,[],en,Snow Day,7.964289,['United States of America'],2000-02-11,0,89.0,['English'],Released,Snow Day,4.8,51,15489,"['Chevy Chase', 'Chris Elliott', 'Jean Smart']",['Chris Koch'],0
13000000,"['Comedy', 'Drama']",15250,"['drama', 'family', 'family holiday', 'family feud']",en,This Christmas,2.388918,['United States of America'],2007-11-27,0,117.0,['English'],Released,This Christmas,7.1,29,15250,"['Loretta Devine', 'Delroy Lindo', 'Idris Elba']",['Preston A. Whitmore II'],-13000000
12000000,"['Science Fiction', 'Comedy', 'Family']",22345,"['baby', 'genius', 'toddler', 'baby geniuses']",en,Baby Geniuses,4.580081,['United States of America'],1999-03-12,36450736,97.0,"['English', 'Español']",Released,Baby Geniuses,3.3,75,22345,"['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall']",['Bob Clark'],24450736
13000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",9448,"['bungee-jump', 'dark comedy', 'cigarette smoking', 'slow motion', 'video store', 'subtitled scene', 'kosher', 'stealing a car', 'movie poster', 'night vision goggles', 'suitcase full of money']",en,The Big Hit,6.425528,['United States of America'],1998-04-24,27007143,91.0,['English'],Released,The Big Hit,6.1,109,9448,"['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate']",['Kirk Wong'],14007143
12000000,"['Comedy', 'Drama', 'Family']",38223,"['spy', 'secret', 'nanny', 'notebook', 'binoculars', 'woman director']",en,Harriet the Spy,4.63093,['United States of America'],1996-07-10,0,100.0,['English'],Released,Harriet the Spy,5.7,46,38223,"['Michelle Trachtenberg', ""Rosie O'Donnell"", 'J. Smith-Cameron']",['Bronwen Hughes'],-12000000
13000000,"['Drama', 'Horror']",11186,"['faithlessness', 'puppet', 'killer toys', 'toy comes to life']",en,Child's Play 2,16.681567,['United States of America'],1990-11-09,35763605,84.0,"['English', 'Türkçe']",Released,Child's Play 2,5.8,308,11186,"['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham']",['John Lafia'],22763605
13200000,"['Crime', 'Thriller']",136835,"['sadistic', 'hostage', 'sociopath', 'serial killer', 'blood', 'escaped convict', 'murderer', 'home invasion', 'killer', 'deadly', 'escaped killer']",en,No Good Deed,24.656068,['United States of America'],2014-09-10,53830415,83.0,['English'],Released,No Good Deed,5.6,181,136835,"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb']",['Sam Miller'],40630415
18000000,"['Science Fiction', 'Horror', 'Thriller']",5876,"['father son relationship', 'monster', 'supermarket', 'fight', 'artist', 'fog', 'bible', 'spider', 'survivor', 'faith', 'prayer', 'blood splatter', 'gore', 'giant monster', 'blood', 'anger', 'thunderstorm']",en,The Mist,37.104353,['United States of America'],2007-11-21,57096190,126.0,['English'],Released,The Mist,6.7,1399,5876,"['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden']",['Frank Darabont'],39096190
15000000,"['Drama', 'Science Fiction']",264660,"['dancing', 'artificial intelligence', 'distrust', 'isolation', 'technology', 'manipulation', 'friendship', 'deception', 'laboratory', 'robot', 'power outage', 'surveillance camera', 'consciousness', 'existentialism', 'lockdown', 'philosophical', 'robot human relationship', 'turing test', 'cybernetics']",en,Ex Machina,95.130041,['United Kingdom'],2015-01-21,36869414,108.0,['English'],Released,Ex Machina,7.6,4737,264660,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac']",['Alex Garland'],21869414
13000000,"['Fantasy', 'Drama', 'Comedy']",492,"['individual', 'transvestism', 'sexual identity', 'witch', 'identity', 'subconsciousness', 'new identity', 'pet', 'chimp', 'puppeteer', 'appropriation of another human being', 'externally controlled action', 'married couple', 'brain', 'pet shop', 'door', 'secret love']",en,Being John Malkovich,27.546914,['United States of America'],1999-09-30,22863596,112.0,"['English', 'Français']",Released,Being John Malkovich,7.3,1101,492,"['John Cusack', 'Cameron Diaz', 'Catherine Keener']",['Spike Jonze'],9863596
6000000,"['Comedy', 'Romance']",25462,[],en,Two Can Play That Game,2.27213,['United States of America'],2001-09-07,0,90.0,['English'],Released,Two Can Play That Game,6.6,17,25462,"['Vivica A. Fox', 'Morris Chestnut', 'Anthony Anderson']",['Mark Brown'],-6000000
13000000,"['Family', 'Adventure', 'Science Fiction']",238603,"['alien', 'found footage']",en,Earth to Echo,17.371327,['United States of America'],2014-06-14,45300000,89.0,['English'],Released,Earth to Echo,5.7,290,238603,"['Teo Halm', 'Astro', 'Resse Hartwig']",['Dave Green'],32300000
13000000,"['Drama', 'Romance']",10691,"['lovesickness', 'jealousy', 'parents kids relationship', ""love of one's life"", 'cutting the cord', 'forbidden love', 'kiss', 'crush', 'teenage crush', 'relationship', 'unhappiness']",en,Crazy/Beautiful,6.130096,['United States of America'],2001-06-29,16929123,99.0,"['Español', 'English']",Released,Crazy/Beautiful,6.6,96,10691,"['Kirsten Dunst', 'Jay Hernandez', 'Bruce Davison']",['John Stockwell'],3929123
19000000,"['Action', 'Adventure', 'Drama', 'War']",1251,"['world war ii', 'cave', 'dying and death', 'pacific theater', 'japanese army', 'imperial japan']",en,Letters from Iwo Jima,24.47248,"['Japan', 'United States of America']",2006-12-19,68673228,141.0,"['English', '日本語']",Released,Letters from Iwo Jima,7.2,541,1251,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara']",['Clint Eastwood'],49673228
13000000,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",5172,"['nasa', 'texas', 'dream', 'fbi', 'bankrupt', 'peasant', 'earth', 'farm', 'insanity', 'rocket', ""life's dream"", 'spinner', 'space', 'independent film', 'astronaut', 'family']",en,The Astronaut Farmer,6.764437,['United States of America'],2006-10-15,11130889,104.0,['English'],Released,The Astronaut Farmer,6.2,123,5172,"['Billy Bob Thornton', 'Virginia Madsen', 'Max Thieriot']",['Michael Polish'],-1869111
13000000,"['Comedy', 'Romance']",58680,"['blind date', 'love', 'manhattan, new york city', 'woman director']",en,Woo,1.750054,['United States of America'],1998-05-08,8026971,84.0,['English'],Released,Woo,5.5,10,58680,"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin']",['Daisy von Scherler Mayer'],-4973029
6000000,"['Drama', 'Thriller']",264644,"['based on novel', 'carpet', 'isolation', 'kidnapping', 'imprisonment', 'grandparents', 'escape', 'hospital', 'dog', 'captive', 'mother son relationship', 'shed', 'skylight']",en,Room,66.11334,"['Canada', 'Ireland']",2015-10-16,35401758,117.0,['English'],Released,Room,8.1,2757,264644,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen']",['Lenny Abrahamson'],29401758
0,['Comedy'],14577,[],en,Dirty Work,9.066881,"['Canada', 'United States of America']",1998-06-12,0,82.0,['English'],Released,Dirty Work,6.5,66,14577,"['Norm Macdonald', 'Artie Lange', 'Jack Warden']",['Bob Saget'],0
13000000,"['Comedy', 'Crime', 'Horror', 'Thriller']",11592,"['housewife', 'protection', 'motherly love', 'evil mother', 'murder', 'independent film', 'perfection']",en,Serial Mom,6.170139,['United States of America'],1994-04-13,7820688,95.0,['English'],Released,Serial Mom,6.4,135,11592,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']",['John Waters'],-5179312
13000000,['Comedy'],16406,"['richard nixon', 'watergate', 'the white house']",en,Dick,4.742537,"['Canada', 'France', 'United States of America']",1999-08-04,27500000,94.0,"['English', 'Français']",Released,Dick,5.7,67,16406,"['Kirsten Dunst', 'Michelle Williams', 'Will Ferrell']",['Andrew Fleming'],14500000
0,"['Drama', 'Thriller']",19052,[],en,Light It Up,1.212956,['United States of America'],1999-11-04,0,99.0,['English'],Released,Light It Up,6.6,7,19052,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker']",['Craig Bolotin'],0
13000000,"['Music', 'Drama']",3682,"['new york', 'sex', 'nightclub', 'money', 'drug', 'disco']",en,54,11.880899,['United States of America'],1998-08-28,16757163,106.0,['English'],Released,54,5.5,135,3682,"['Ryan Phillippe', 'Salma Hayek', 'Breckin Meyer']",['Mark Christopher'],3757163
0,"['Adventure', 'Comedy', 'Drama', 'Romance']",9683,"['lovesickness', 'niagara falls', 'crush', 'youth', 'illness']",en,Bubble Boy,10.131123,['United States of America'],2001-08-24,0,84.0,['English'],Released,Bubble Boy,5.1,163,9683,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton']",['Blair Hayes'],0
13000000,"['Comedy', 'Crime', 'Thriller']",2084,"['female nudity', 'robbery', 'mail order bride', 'bank clerk']",en,Birthday Girl,5.831302,"['United Kingdom', 'United States of America']",2001-09-06,0,93.0,"['English', 'Pусский']",Released,Birthday Girl,6.1,103,2084,"['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel']",['Jez Butterworth'],-13000000
13000000,['Comedy'],107811,"['alcohol', 'birthday', 'debauchery']",en,21 & Over,35.522027,['United States of America'],2013-03-01,48065672,93.0,['English'],Released,21 & Over,5.7,737,107811,"['Miles Teller', 'Skylar Astin', 'Justin Chon']",['Jon Lucas'],35065672
13000000,"['Drama', 'Romance']",2266,"['paris', 'city portrait', 'jazz', 'subway', 'new love', 'immigration', 'nanny', 'tourist', 'woman director']",fr,"Paris, je t'aime",10.573191,['France'],2006-05-16,4857367,120.0,"['Español', 'Français', 'English', '普通话', 'العربية']",Released,"Paris, je t'aime",6.8,207,2266,"['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe']",['Isabel Coixet'],-8142633
0,['Drama'],13074,['sport'],en,Resurrecting the Champ,4.898437,['United States of America'],2007-06-14,0,112.0,['English'],Released,Resurrecting the Champ,5.9,60,13074,"['Samuel L. Jackson', 'Josh Hartnett', 'Alan Alda']",['Rod Lurie'],0
13000000,"['Comedy', 'Drama', 'Romance']",144340,"['princeton university', 'admissions']",en,Admission,17.632446,['United States of America'],2013-03-21,18000000,107.0,['English'],Released,Admission,5.4,304,144340,"['Tina Fey', 'Paul Rudd', 'Michael Sheen']",['Paul Weitz'],5000000
0,"['Romance', 'Drama']",48217,"['france', 'island', 'fisherman', 'love', 'revenge', 'murder', 'execution', '19th century']",en,La veuve de Saint-Pierre,1.780065,"['France', 'Canada']",2000-01-01,0,112.0,['Français'],Released,The Widow of Saint-Pierre,6.7,11,48217,"['Daniel Auteuil', 'Emir Kusturica', 'Juliette Binoche']",['Patrice Leconte'],0
15000000,"['Drama', 'Thriller', 'Mystery']",28211,"['toronto', 'lesbian', 'remake of french film', 'suspicious wife', 'female doctor', 'playing piano']",en,Chloe,26.373864,"['France', 'United States of America', 'Canada']",2009-03-25,8459458,96.0,['English'],Released,Chloe,5.9,498,28211,"['Julianne Moore', 'Liam Neeson', 'Amanda Seyfried']",['Atom Egoyan'],-6540542
13000000,"['Comedy', 'Crime', 'Drama']",47502,"['kitchen', 'female protagonist', 'bathtub', 'wedding anniversary', 'flashback']",en,Faithful,1.647335,['United States of America'],1996-04-03,9789900,91.0,['English'],Released,Faithful,4.8,4,47502,"['Cher', 'Chazz Palminteri', ""Ryan O'Neal""]",['Paul Mazursky'],-3210100
13000000,"['Drama', 'Action', 'Comedy', 'Crime']",9950,"['court case', 'staatsanwältin', 'family clan', 'gangster']",en,Find Me Guilty,12.321302,"['Germany', 'United States of America']",2006-03-16,2636637,125.0,"['English', 'Polski']",Released,Find Me Guilty,6.5,138,9950,"['Vin Diesel', 'Alex Rocco', 'Frank Pietrangolare']",['Sidney Lumet'],-10363363
